name,id,tags
The Noite com Danilo Gentili,85184,Talk   5.0  Danilo Gentili  
Driven,81154,Drama  resilient girl tragic past heart gold falls love bad boy race car driver 8.3  Tosca Musk  
"Alice Nevers, le juge est une femme",49953,Action & Adventure   5.286  Pascale Breugnot Vincent Mouluquet  
Dogtanian and the Three Muskehounds,5341,Family Animation Action & Adventure Comedy Sci-Fi & Fantasy  Dogtanian Muskehounds animated cartoon adaptation classic Alexandre Dumas story Musketeers characters anthropomorphizations dogs title cartoon exceptions notably Dogtanian sidekicks Pip mouse Planchet bear 7.317  Claudio Biern Boyd  
What Did You Eat Yesterday?,89613,Comedy  Kakei Shiro lawyer works small law firm good cook meticulous thrifty person keeps monthly food budget yen Shiro daily routine leave work time head discount supermarket nearby partner Yabuki Kenji affable hairdresser share bedroom apartment finer points men living comes dining table day 7.0  Fumi Yoshinaga  
Kiespijn,118794,   0.0    
Cute Programmer,133060,Comedy Drama  falling love genius programmer Jiang Yicheng Lu Li gets school studied took calculus major Setting Jiang Yicheng role model heart achieves good grades school graduation expect Jiang Yicheng company recruit female employees Lu Li decides disguise man enter company met difficulty work hiding identity Finally perseverance grabbed hold opportunity managed come agreement Jiang Yicheng contract couple stay year Slowly Jiang Yicheng finds falling Lu Li Adapted popular comic Program Cute 7.9    
The Dead Files,40971,Documentary Mystery Reality  Psychic medium Amy Allan NYPD homicide detective Steve DiSchiavi investigate locations reported haunted 6.9    
Criminal: UK,92926,Crime Drama  walls interrogation room London investigators question suspects accused grievous crimes truth comes light 7.257  Jim Field Smith George Kay  
Heaven's Design Team,105044,Animation Comedy Sci-Fi & Fantasy  light water earth time life dwells Actually sounds like giant headache contract Heaven Design Team agency creates order life forms client God life form look like life form live way Watch trials successes designers engineers forced breathe life God absurd requests 6.8    
Minority Report,63175,Crime Drama Sci-Fi & Fantasy  years demise Precrime crime solving different justice leans sophisticated trusted technology instincts precogs individuals able future Washington man haunted future cop haunted past race stop worst crimes year happen 5.934  Max Borenstein  
The Barbara Stanwyck Show,14866,Drama  Barbara Stanwyck American anthology drama television series ran NBC September September Barbara Stanwyck served hostess starred half hour productions star actually pilot episodes potential series programs materialized Stanwyck won Emmy Award Outstanding Performance Actress Series shows Stanwyck starred attempt spinning dramatic series appeared Josephine Little American woman running import export shop Hong Kong series produced Desilu Studios directed Stuart Rosenberg Barbara Stanwyck lasted season aired Eastern Mondays opposite Jackie Cooper military sitcom Hennesey CBS second half Gardner McKay Adventures Paradise ABC 6.3    
Lovestruck in the City,113710,Drama  Heart stolen free spirited woman beachside romance passionate architect sets reunite streets Seoul 7.8  Jung Hyun-jung  
Yuri!!! on Ice,68129,Animation Comedy Drama  Yuuri Katsuki carried Japan hopes shoulders win Gran Prix Finale ice skating competition suffered crushing defeat returns home Kyushu half feels like wants retire half feels like wants continue ice skating Suddenly time consecutive world championship ice skater Victor Nikiforov appears Yuri Plisetsky young Russian figure skater defeating seniors Victor Yuris challenge unprecedented Gran Prix series 8.534    
The Glen Campbell Goodtime Hour,11275,Comedy  Glen Campbell Goodtime Hour American network television music comedy variety hosted singer Glen Campbell January June CBS offered hosted summer replacement Smothers Brothers Comedy Hour Campbell Gentle Mind theme song rural oriented shows survive CBS rural purge 5.7    
Are You Human?,72548,Sci-Fi & Fantasy Drama Mystery  Nam Shin son family runs large company unexpected accident falls coma mother Oh Ro Ra authority brain science artificial intelligence creates android named Nam Shin III looks like like son Nam Shin android pretends Nam Shin bodyguard Bong 8.493  Jo Jung-joo  
Shrouding the Heavens,224839,Animation Sci-Fi & Fantasy Action & Adventure Drama  story took dragons coffin introduction brought huge world primeval ages Climbing sky road singing songs Ye Fan shrouding heavens 5.5  Chen Dong  
Falling Angel,17638,Drama Soap  Set New York serial features street wise Ángel treats life game plays win tangles power hungry Martín engaged stunning feisty lawyer named Manuela decides defend Ángel Martín wants destroy men know Ángel Martín son hero learns love key survival 8.2  David Posada Jimena Romero  
Fall Into Temptation,82515,Drama Soap  Raquel Damián happily married children Destiny leads Damián meet Carolina feels undeniable attraction Damián know Carolina married Santiago Álvarado construction architect children Raquel drops son Fede school accidentally backs car Santiago truck realize sons know Raquel volunteers pay damages Santiago refuses Raquel insists goes Álvarado home Damián couples great friends desire Damián Carolina stronger marriage commitment decide deceive spouses Damián Carolina terrible car accident Rescuers find seriously injured Damián Carolina mysteriously disappeared scene investigation police Raquel Santiago learn spouses lovers 7.7  Erika Halvorsen Leonardo Bechini  
Peter Capusotto y sus videos,67174,Comedy   5.0  Diego Capusotto Pedro Saborido  
Bitter Daisies,88027,Drama  investigating disappearance teen girl tight knit Galician town Civil Guard officer uncovers secrets linked loss 6.843  Eligio R. Montero Raquel Arias  
The Buccaneers,12033,Drama Action & Adventure Kids Family  adventures privateer Captain Dan Tempest crew pirates way seven seas Sultana 6.0    
Sie schreiben mit,63818,Drama   0.0    
Lisa,115646,Drama Family   6.7    
Siska,14954,Crime  Siska German television series created Herbert Reinecker Helmut Ringelmann broadcast October network ZDF France series broadcast France rebroadcast Street police drama follows adventures Peter Siska later Victor Siska best surname policeman languages word Siska extremely close meaning Boob Tit series example Russian television Croatian Radiotelevision shown series despite Siska having meaning Croatian language 7.5    
Do It Yourself!!,121702,Animation Comedy  Building furniture friendships lot common Intention effort hard work needed crafts story girls DIY club building carve futures comes easy stop Furniture friendships future building hands 6.714    
Undercover in Nederland,37908,Documentary Reality   8.0    
Drug Store in Another World: The Slow Life of a Cheat Pharmacist,103944,Animation Comedy Sci-Fi & Fantasy  Reiji Kirio corporate wage slave work day day typical day walking work hollow look face suddenly found forest world Oh isekai reincarnations people talking skills Appraise Drug Discovery sound impressive turn particularly overpowered skills story following slow life philosophy running drugstore world begins 6.652    
Pro Detective,221570,Mystery  police chief Detective Ding wealthy local businessman Feng Da Tou collaborate foreigner traitor sell opium selfish interests female detective Huo Qing arrives Pujiang Town assistant Yan Er misunderstandings deputy police chief Xing Yi investigate case 0.0    
The Chair,99657,Drama Comedy  major university woman color chair tries meet dizzying demands high expectations failing English department 6.743  Amanda Peet Annie Julia Wyman  
Dante's Cove,1734,Drama Sci-Fi & Fantasy Soap  young gay couple overcome dark mystical forces conspiring starting vengeful century witch cheating warlock fiance 5.9  Michael Costanza  
Memories of the Alhambra,83634,Action & Adventure Mystery Sci-Fi & Fantasy Drama  looking cryptic creator innovative augmented reality game investment firm executive meets woman runs hostel Spain 7.534    
Central Park,98198,Animation Comedy  animated musical comedy Tillermans family lives castle Central Park Owen park manager Paige journalist wife raise kids Molly Cole world famous park fending hotel heiress Bitsy Brandenham love turn park condos 6.606  Josh Gad Loren Bouchard Nora Smith  
Hammer House of Horror,43358,Drama Sci-Fi & Fantasy  Anthology series self contained episode featured different kind horror varied witches werewolves ghosts devil worship voodoo included non supernatural horror themes cannibalism confinement serial killers 7.1  Roy Skeggs  
Luck,32727,Drama  drama set world horse racing focusing lives owners jockeys trainers gamblers tied horse track 6.686  David Milch  
"Shuudengo, Capsule Hotel de, Joushi ni Binetsu Tsutawaru Yoru.",83073,Animation  anime centers Minori office worker boss Hadano constantly arguing night company drinking party Minori Hadano having usual argument Minori realizes missed train decide spend night nearby capsule hotel incident forces share unit Source ANN 3.3    
Ed,1926,Drama Comedy  wife leaves fired job high profile New York city law firm Ed Stevens moves small hometown Stuckeyville buys local bowling alley attempts win heart high school crush 7.85  Rob Burnett Jon Beckerman  
Chouriki Sentai Ohranger,5224,Sci-Fi & Fantasy Action & Adventure Kids  year Machine Empire Baranoia led Emperor Bacchus Wrath invaded Earth intention wiping human life bringing machine rule Chief Counselor Miura UAOH United Airforce Overtech Hardware desperate attempt quell invasion revived super energies born lost civilization Pangaea Enlisting elite squad finest officers UAOH offer Miura harnessed Tetrahedron Power granting team power transform Ohrangers save humanity darkest crisis 8.5  Saburo Yatsude  
False Flag,65312,Drama  series loosely based true story assassination Dubai senior Hamas official Mahmoud al Mabhouh co founder military wing Islamist Palestinian group Hamas January revolves ordinary Israeli citizens discover morning media principal suspects high profile kidnapping implicated culprits kidnapping 7.16  Amit Cohen Maria Feldman Leora Kamenetzky  
Quick Draw McGraw,38960,Kids Animation Comedy Crime Western Action & Adventure  Quick Draw McGraw cartoon television production created Hanna Barbera starring anthropomorphic cartoon horse named Quick Draw McGraw 6.543    
Mayberry R.F.D.,6756,Comedy  Mayberry American television series produced spin direct continuation Andy Griffith star Andy Griffith decided leave series supporting characters returned new program ran seasons CBS Television Network final season Andy Griffith widower farmer Sam Jones young son Mike introduced gradually focus Sheriff Andy Taylor takes backseat storylines establishing sequel series episode Andy Helen Wedding highest ratings recorded television history Sheriff Taylor newlywed wife Helen guest appearances RFD late relocate Opie Mayberry popular entire run canceled season CBS infamous rural purge stands Rural Free Delivery quaint postal depiction rural Mayberry community 5.7  Bob Ross  
Archive 81,112314,Drama Mystery Sci-Fi & Fantasy  archivist takes job restoring damaged videotapes gets pulled vortex mystery involving missing director demonic cult 7.19  Rebecca Sonnenshine  
Witch Craft Works,65614,Animation Action & Adventure Sci-Fi & Fantasy  Takamiya Honoka regular student problem sits Kagari Ayaka school beauty spoken small interaction immediately results fanclub beating falling school building send afterlife Kagari comes rescue dressed witch carrying arms floating broom Kagari tells mission protect finally protect openly undercover 8.3    
Mister Ajikko,34131,Animation  Mister Ajikko Japanese manga series written illustrated Daisuke Terasawa young boy cook later adapted anime series produced TV Tokyo Sunrise broadcast October September total episodes earliest cooking battle related manga anime kind indications series inspiration live action competitive cooking Iron Chef 6.2    
The Upshaws,121509,Comedy Family Drama  Bennie Upshaw head Black working class family Indianapolis charming intentioned mechanic lifelong mess trying best step care family tolerate sardonic sister law blueprint success 8.0  Wanda Sykes Regina Y. Hicks  
Spinning Out,83050,Drama  Kat Baker coming high level single skater turn skates disastrous fall Kat seizes opportunity continue career pair skater talented bad boy partner risks exposing fiercely kept secret unravel entire life 7.948  Samantha Stratton  
Find Me in Your Memory,99477,Drama  deep connection forms news anchor remembers moment lived actress lost memories past 7.696    
Tripping the Rift,4585,Animation Comedy Sci-Fi & Fantasy  continuing comic saga bizarre gang misfits live work play starship Jupiter controlled neurotic known Spaceship Bob ethically challenged shipmates travel galaxy taking epic adventure time looking quick buck avoid getting thrown jail 6.602  Chuck Austen Chris Moeller  
My Two Dads,1862,Comedy  Dads American sitcom starred Staci Keanan Paul Reiser Greg Evigan aired NBC produced Michael Jacobs Productions association Tri Star Television distributed TeleVentures 6.308  Danielle Alexandra Michael Jacobs  
Maria Holic,34667,Animation Comedy  Japanese manga series written illustrated Minari Endō author Dazzle manga serialized Japanese seinen manga magazine Monthly Comic Alive June published Media Factory manga licensed Tokyopop volume English released September anime adaptation animated Shaft aired Japan January March second anime season Alive premiered April seasons anime series licensed Sentai Filmworks season distributed Films 4.7  Akiyuki Simbo  
Behind Every Star,203697,Drama Comedy  Agents talent management firm tackle strong personalities office politics keeping celebrity clients happy helping shine 7.4    
Naked and Afraid of Love,130385,Reality  single women single men attempt find true love working survive elements unforgettable island paradise 3.5    
Prisoner,108535,Drama Soap  Wrongfully accused crime commit year old Guadalupe Santos sentenced years jail jail gives birth baby girl taken older sister Milagros years later escapes jail meets Daniel Moncada turns brother man accused killing 0.0  Humberto 'Kiko' Olivieri  
My Home Hero,233114,Crime Mystery   0.0  Naoki Yamakawa  
Love All Play,130765,Animation  junior high Ryou Mizushima friends join badminton club whim grows fond sport Ryou works tirelessly improve badminton skills qualifies prefectural tournament Lacking coach bring potential consider entering high school strong badminton team Instead plans attending local high school play badminton fun Ryou perspective changes Yokohama Minato High School badminton coach scouts institution strongest badminton teams region Kento Yusa player Ryou admires hesitant Ryou decides enroll support sister Possessing firm ambition begins gain experience proper guidance coach hopes surpassing Yusa day 5.167    
Gravion,12333,Animation Comedy Action & Adventure  Gravion anime television series produced Gonzo aired Japan October December ran episodes Gravion Zwei released aired January March Japan running additional episodes answering questions generated series Gravion Gravion Zwei created directed Masami Ōbari mecha designs Kunio Okawara series released United States ADV Films 5.75    
Small Axe,90705,Drama  anthology series stories looking lives group friends families London West Indian community late early 7.293  Steve McQueen  
La Ley del Corazón,92369,Drama Comedy Family   6.0  Mónica Agudelo  
KanColle: Kantai Collection,65711,Animation Action & Adventure Sci-Fi & Fantasy  Set world humanity lost control oceans deep sea fleet hope counter threat Kanmusu group girls possess spirit Japanese warships story revolves Fubuki destroyer comes Chinjufu base train Kanmusu Watch stories unfold 6.214    
The New Pope,88408,Drama  Pope Pius XIII hangs life death coma charming sophisticated moderate English aristocrat Sir John Brannox placed papal throne adopts John Paul III sequel series Young Pope 7.622  Paolo Sorrentino  
"You, Me and the Apocalypse",62456,Drama Comedy Sci-Fi & Fantasy  news announced comet unavoidable collision course Earth hilarious unexpected chain events imaginable set motion 7.047  Iain Hollands  
I Am Nobody,225941,Drama Sci-Fi & Fantasy  Zhang Chulan ordinary young man gets entangled unprecedented world outsiders grandfather body mysteriously disappears Facing unexpected pursuit Sinister Pleasure relentless organization sudden appearance enigmatic girl Feng Baobao Zhang Chulan decides longer hide superpower Zhang delves grandfather past gradually world outsiders mysteries history start unravel lies shocking secret Feng mysterious origins hold key truth young outsiders fight shoulder shoulder overcome challenges friends journey growth searches sense righteousness battle good evil looms horizon 8.769  Mi Er  
Let's Get Divorced,216223,Comedy Drama  mediatised married couple longer love highly optimistic getting divorce external circumstances way choice work hand hand reach ultimate goal getting divorce 7.923    
Queenmaker,139280,Drama  tragic accident powerful fixer uses skills transform civil rights lawyer mayor employer 8.037  Oh Jin-seok Moon Ji-young  
Ride with Norman Reedus,66402,Reality  Walking Dead star motorcycle enthusiast Norman Reedus hits open road explore local biker culture celebrate best brightest collectors mechanics craftsmen country episode features Reedus riding companion fellow actor musician friend local chopper fanatic journey custom bike shops tattoo parlors collector warehouses roadside smokehouse plenty time unplanned detours tire changes 7.75    
Trickster,68101,Action & Adventure Animation Mystery  Boy Detectives Club gathers Kogorō Akechi mysterious detective group solves cases great small unique skills day member club Kensuke Hanazaki meets boy Yoshio Kobayashi Kobayashi body die effects Unidentifiable Mist yearns death shirks contact people Taking interest Hanazaki invites join Boy Detectives Club meeting connected fate tying Kogorō Akechi era greatest villain Fiend Faces 6.4    
Solos,119279,Sci-Fi & Fantasy Drama  Anthology series telling character driven stories set different moments time aiming showcase people isolated moments disparate circumstances human experience connects 6.86  David Weil  
Promised Land,9929,Drama  Promised Land American drama series aired CBS spin series Touched Angel 8.0  Martha Williamson  
KanColle: Kantai Collection,65711,Animation Action & Adventure Sci-Fi & Fantasy  Set world humanity lost control oceans deep sea fleet hope counter threat Kanmusu group girls possess spirit Japanese warships story revolves Fubuki destroyer comes Chinjufu base train Kanmusu Watch stories unfold 6.205    
Little America,80336,Drama Comedy  anthology series goes headlines look funny romantic heartfelt inspiring surprising stories immigrants America time relevant 6.891  Lee Eisenberg  
Pretty Baby: Brooke Shields,223768,Documentary  Actor model global superstar Brooke Shields journey sexualized young girl woman embraces identity voice 7.9    
Special Unit 2,6177,Sci-Fi & Fantasy Comedy Action & Adventure  Detectives Nick Kate Benson work Special Unit secret precinct Chicago Police Department sole charge protect city citizens Links malicious paranormal species missing link man beast 7.7  Evan Katz  
Wanted,65628,Crime Drama  complete strangers Lola Chelsea intervene fatal carjacking waiting suburban bus stop subsequently thrust chase authorities Australia vehicle filled cash strangers rely solely run 6.991  Rebecca Gibney Richard Bell  
Gungrave,5894,Animation Action & Adventure Crime Drama  Brandon Heat death matter Driven need revenge returns grave cripple Milleneon huge mafia organization uses undead monsters enforcers ultimate goal destroy Harry MacDowel leader Milleneon time Brandon best friend 7.474    
One Dollar Lawyer,201852,Drama  Courts equally accessible people lose trust judicial system comes lawyer best skills commission fee dollar committed social justice defending fundamental human rights extraordinary defense lawyer confronts blindfolded justice highly paid opposing counsel clients rights 8.1  Kim Jae-hyun  
Her Private Life,87553,Comedy Drama  art curator life unravels tries pastime die hard K pop fan secret gallery new director 7.674    
Where Are They Now?,16016,Documentary  television series featured past celebrities updated current professional personal status episode dedicated genre sequence episodes continuation motif episodes past episodes Roman numerals title signify sequel status 7.5    
The Adventures of Peter Pan,14578,Comedy Sci-Fi & Fantasy Animation Action & Adventure  anime starts Wendy having dream Peter Pan rescuing having sword fight Captain Hook Wendy brothers later episode land Wendy mother Lost boys series romance blooms Peter Wendy fights pirates half series different direction original story line introduce new character Princess Luna important episodes 9.0    
Bibliophile Princess,156510,Animation Drama  book loving Lady Elianna spots Prince Christopher betrothed consorting noble lady realizes recent rumors true prince truly loves means annulment engagement inevitable fast approaching realize merely surface ripple truth runs deep conspiracy surpassing imagination 6.438    
Princess Lover!,34188,Animation Comedy Drama  Teppei Arima lost parents car accident attending second year high school adopted grandfather Isshin Arima mightiest man japanese economy forced position grandfather successor head Arima Group prepared life high society attend elite accademy children higher social classes 6.4    
Grand Hotel,82092,Drama Crime Mystery  Santiago Mendoza owns family owned hotel multicultural Miami Beach glamorous second wife Gigi adult children enjoy spoils success 7.201  Brian Tanen  
You are My Destiny,39068,Drama Family Unknown  Jang Sae byuk cheerful grateful orphan tries best dreams day interior designer despite lack education money accident happened story starts years ago loses sight undergoes corneal transplant surgery Different events unravel encounters Kim family lost daughter horrible car crash unbeknownst father older brother stories intertwine Sae byuk meets Kim extended family son big interior design company Lohas Korea 5.5    
Celebridade,46100,Soap Drama  successful businesswoman music industry sees life fall apart young mysterious woman starts work secretary scheming girl totally obsessed famous businesswoman tries steal including career 7.8  Gilberto Braga  
My Heroic Husband,118759,Drama Comedy Sci-Fi & Fantasy  Heroine Ning Yi background slightly cold beginning end positive enterprising compose poem business learn martial arts Qi initial ease spend tauntuse gradually assume responsibility help Su Tan son start business friends relatives help realized respective ideal aid people hardship grant person fish face domestic affairs Ning Yi group people repeatedly danger ultimately rely courage wisdom protect city Lin saying goes small verbous husband big world Ning Yi grown verbous husband wants things person real mind world characters growth finally contribute strength big situation 7.158  邓科  
The Young Pope,62699,Drama  Lenny Belardo youngest American Pope history Church establish new papacy navigate power struggles closed secretive Vatican 7.72  Paolo Sorrentino  
Tempted,77284,Drama  Love game chaebol heir agrees petty bet friends seduce college student starts fall 6.738    
Wie ben ik?,24844,   8.0    
Kekkaishi,31678,Animation Action & Adventure  Yoshimori Sumimura year old student Karasumori School Following tradition come generations second Kekkaishi Sumimura clan constantly fighting rival Tokine Yukimura childhood friend Kekkaishi rightful heir magical barrier arts Protecting people danger growing stronger Yoshimori battle forces evil tonight 7.1    
Bless the Harts,82653,Comedy Animation  lives group Southerners broke joke struggling American dream status wealth realize rich friends family laughter 6.605  Emily Spivey  
Anna,196268,Drama  starts simple lie Lee Yu mi takes privileged young woman identity leading completely different life marries wealthy man ambitions gradually public eye perfectly built persona begins unravel 7.591  Lee Zoo-young  
No Good Nick,82578,Comedy Family  family finds lives turned upside young street smart grifter shows doorstep claiming distant relative 6.932  David H. Steinberg Keetgi Kogan  
Seven Days,4562,Sci-Fi & Fantasy Drama  wish live week Frank Parker time work secret government project experimenting time travel things screwed guinea pig send care catch days 6.917  Christopher Crowe  
The Oblongs,2568,Animation Comedy  misadventures goofy family deformed toxic waste 7.3  Jace Richdale Angus Oblong  
Police Commissioner Moulin,7676,Crime  series follows adventures lighthearted Jean Paul Moulin police Commissaire team solve crimes 5.4  Paul Andréota Claude Boissol  
Black Saddle,13815,Western Drama  Black Saddle American Western television series starring Peter Breck aired episodes ABC January half hour program produced Dick Powell Star Television original pilot episode CBS Dick Powell Zane Grey Theater Chris Alcaide portraying principal character Clay Culhane syndicated reruns Black Saddle combined Western series company Law Plainsman starring Michael Ansara Johnny Ringo starring Don Durant Mark Goddard critically acclaimed creation Sam Peckinpah Westerner Brian Keith umbrella title Westerners new hosting sequences Keenan Wynn 5.7  John McGreevey Hal Hudson  
Encouragement of Climb,53918,Animation Action & Adventure Comedy  Aoi prefers indoor hobbies afraid heights childhood friend Hinata loves passion mountain climbing young children watched sunrise mountain decided mountain climbing hopes seeing sunrise cooking battles mountaineering gear climb small hills neighborhood meet new mountaineering friends learn ropes hobby finally sunrise 6.048    
So Not Worth It,110545,Drama Comedy  New friends new loves new experiences mix inside colorful college dormitory Korea home students world 7.762  Kwon Ik-jun  
Sherlock Holmes,6560,Mystery Drama  American television series Sherlock Holmes adventures aired syndication fall half hour original stories produced Sheldon Reynolds filmed France Guild Films starring Ronald Howard Holmes Howard Marion Crawford Watson Archie Duncan appeared episodes Inspector Lestrade Richard Larke billed Kenneth Richards played Sgt Wilkins episodes series associate producer Nicole Milinaire women attain senior production role television series 7.0    
Nineteen to Twenty,218475,Reality  group young adults share week teens week twenties experiencing freedom firsts adulthood 8.409  Kim Jae-won Park Su-ji Kim Jung-hyun  
Hymn of Death,83755,Drama  Based true story drama tells tragic love story Kim Woo Jin married stage drama writer Yun Shim Duk Korea professional soprano meet studying Tokyo University Yun Shim Duk recording Death Song Korean pop song 8.344    
Fatmagul,44807,Family Drama  Suçu Ne Turkish television drama series produced Ay Yapım broadcast Kanal series based Vedat Türkali novel Suçu Ne film series written duo Ece Yörenç Melek Gençoğlu soundtrack Toygar Işıklı 8.014  Vedat Türkali  
State of Play,4043,Mystery Drama Crime  murder Sonia Baker young political researcher leads journalist Cal McCaffrey uncover complex links government big business 7.565  Paul Abbott  
My Dear Gangster Oppa,237182,Drama  shy introvert named Guy longtime crush handsome friend Wan likes Feeling like compete affections Guy dives Legend Saga online game plays idealize game Guy meets kind sister named Yuri later discovers handsome young mafiaso named Tiw Guy starts open heart Tiw gentleness gets know Tiw mysterious terrifying past Despite tough guy ideal lover looking striking real world 0.0    
Anatomy of a Scandal,113984,Drama  Sophie privileged life wife powerful politician James unravels scandalous secrets surface stands accused shocking crime 7.044  David E. Kelley Melissa James Gibson  
Precious Pearl,64499,Comedy Drama Soap  supposed brothers survived avalanche Himalayas millionaire Franz Hauser Bruno Gagliasso saved Buddhist monks Manfred Carmo Dalla Vecchia rescued team climbers Manfred returns Brazil terrible secret sabotaged Franz equipment order place family business exhaustive search Ernest Hauser gives son dead appoints bastard son director Hauser Group 7.8  Duca Rachid Thelma Guedes  
Výměna manželek,81794,Reality   4.0    
Arcadia of My Youth: Endless Orbit SSX,37392,Sci-Fi & Fantasy Animation  Arcadia Youth Endless Orbit SSX animated television series created Leiji Matsumoto sequel animated film Arcadia Youth like stories set Leijiverse continuity series necessarily agree Harlock series films 6.5  Leiji Matsumoto  
Elliott from Earth,120140,Animation Comedy  boy mum find suddenly transported universe surrounded amazing array aliens new unknown corners galaxy trying work brought new home encounter new friends including Mo Earth dinosaur 7.4  Mic Graves Guillaume Cassuto Tony Hull  
Tribes of Europa,93808,Sci-Fi & Fantasy Drama  wake mysterious global disaster war rages Tribes emerged wreckage Europe siblings peaceful Origine tribe separated forced forge paths action packed fight future new Europa 7.044  Philip Koch  
Polly Pocket,89095,Kids Animation  series based doll feature young girl called Polly magical locket allows friends shrink tiny size 6.5  Brent Bouchard Jon Izen  
Chip 'n' Dale: Park Life,96715,Animation Kids  non verbal classic style comedy following ups downs loved chipmunk troublemakers living life big city 6.492    
The Celebrity Apprentice,3531,Reality  ultimate sixteen week job interview eighteen Americans compete series rigorous business tasks include prominent Fortune companies require street smarts intelligence conquer order boss best candidate companies episode losing team sent boardroom judged performance task person fired sent home 5.347  Mark Burnett  
Dark Side of the Ring,88401,Documentary  Finding truth intersection fantasy reality veiled world professional wrestling 8.303  Jason Eisener Evan Husney  
At Theatre Tonight,37925,Comedy Drama  Theater tonight TV broadcasted August September broadcast plays recorded days public performances Théâtre Marigny Champs Élysées Edouard VII theater 9.0  Pierre Sabbagh  
Agency,203698,Drama  self executive navigates cutthroat world advertising stopping matter calculating head agency 7.8  Lee Chang-min Song Su-han  
Midnight Diner,47008,Drama Comedy  Set small restaurant corner shopping district unusual eatery open midnight standard menu consists single choice customers come amusing chatter proprietor willingness cook dish request drama depicts lives restaurant patrons including yakuza unsuccessful actor group office ladies newspaper delivery boy stripper 8.128    
Press Your Luck,90266,  game wits strategy high stakes contestants try avoid iconic WHAMMY chance life changing cash prizes 7.8    
The House,69299,Talk Documentary  episode interesting Belgian visits House Het huis hours imposing house pool surrounded forest unknown location visitor locked away rest world hours interviewed dissected confronted interviewer 7.0  Eric Goens  
Dr. Finlay's Casebook,7647,Drama Comedy  Dr Finlay Casebook television series broadcast BBC Based Cronin novella Country Doctor storylines centred general medical practice fictional Scottish town Tannochbrae late Cronin primary writer 5.5    
Legend of Xianwu,222608,Animation Action & Adventure  loyal disciple Ye Chen dedicated guard spiritual medicine field sect fight enemies spiritual field destroyed loyalty dedication sect save loyalty thought obtained peers lover save betrayal shamelessly banished sect help flame falling heaven Ye Chen began develop stronger cultivator Battled opponents unfolded legendary life rewrote story 5.5    
Al salir de clase,36126,Drama Comedy   4.3    
Sheena,11693,Action & Adventure Sci-Fi & Fantasy  Sheena parents archaeologists died jungle years old leaving daughter Shirley Hamilton taken Kali local Shamaness tribe brought years ago taught morph animals birds acquiring abilities flight mythical creature called Darachna relies people fear unknown covers dark liquid mud allows largely unseen low light jungle normal strength agility speed armed pair gloves bone claws formidable woman fighting force kill 5.325  Douglas Schwartz Steven L. Sears  
Sym-Bionic Titan,32315,Action & Adventure Animation  Sym Bionic Titan American animated action science fiction television series created Genndy Tartakovsky Paul Rudish Bryan Andrews Cartoon Network series focuses trio alien princess Ilana rebellious soldier Lance robot Octus able combine create titular Sym Bionic Titan preview series shown San Diego Comic Con International details revealed Cartoon Network Upfront series premiered September ended April series rated TV PG Cartoon Network initially ordered episodes Tartakovsky hoped expand series renewed season toys connected Sym Bionic Titan released DVD episodes available iTunes October reruns Sym Bionic Titan began airing Adult Swim Toonami block 8.504  Genndy Tartakovsky Paul Rudish Bryan Andrews  
Amanchu!,67346,Animation Comedy  hyperactive teenage scuba diver Hikari Kohinata lives small town near sea day high school meets shy transfer student Futaba Oki struggling find place moving away Tokyo Hikari takes lead dragging Futaba hijinx soon close friends 6.0    
Flip Flappers,68272,Animation Comedy Action & Adventure Sci-Fi & Fantasy  world look eyes Papika Cocona heroines story hold keys open door girls meet adventures different time different overlapping dimension called Pure Illusion begin things Pure Illusion stand girls way search mysterious crystal called Shard Mimi item said grant wish girls find danger Shard Mimi shines able transform 7.478    
Team Kaylie,93960,Comedy Family  brush law teen celebrity Kaylie Konrad swaps social stardom court ordered chaos middle school wilderness club leader 6.633  Tracy Bitterolf  
Denji Sentai Megaranger,3723,Sci-Fi & Fantasy Action & Adventure Kids  video game prowess discovered International Network Excel Science Technology high school student Kenta Date brought lend expertise mysterious research classmates wanting know facility experience change lives forever survives attack nefarious Hinelar army dimension determined conquer reality Kenta classmates install Megaranger team heroes video games prepared 9.1  Saburo Yatsude  
Esmeralda,16169,Drama Soap  Esmeralda telenovela released Televisa remake Venezuelan telenovela remade Brazil version Topacio Venezuela famous telenovela time 7.3  Delia Fiallo  
Pixie and Dixie and Mr. Jinks,21471,Kids Animation Comedy  Pixie Dixie Jinks Hanna Barbera cartoon featured regular segment television series Huckleberry Hound 7.2  Joseph Barbera William Hanna  
Age of Samurai: Battle for Japan,93736,Documentary War & Politics  Dynamic reenactments expert commentaries bring life tumultuous history power struggles warring century feudal Japan 7.2    
Majisuka Academy,40361,Drama  transfer students Atsuko Maeda Onizuka Daruma came girls school Majisuka Gakuen school violence fighting common Yankee students Noisy trouble maker Daruma fuss soon entered school win fight beaten easily gang shortly contrary Daruma bold powerless attitude Maeda truthfully strong girl despite silent nature found Daruma beaten Team Hormon word Majisuka means instantly awaken true nature won battle Daruma attackers easily big fuss school news reached strongest fighting group Rappapa Daruma acknowledged Maeda boss result friendship girls began grow fights fellow students school 7.556  Yasushi Akimoto  
