name,id,tags
Wheeler Dealers,10710,Reality  Experienced car dealer Mike Brewer joined multi talented mechanics monumental motoring mission find restore iconic cars later sell profit LA based shop series Mike challenging job finding vehicles money making potential hands mechanic tackles bare metal sprays gearbox swaps bring glory 7.1    
Red Dwarf,326,Comedy Sci-Fi & Fantasy  adventures human alive friends stranded million years deep space mining ship Red Dwarf 8.0  Rob Grant Doug Naylor  
Mission: Impossible,4357,Action & Adventure Crime Drama Mystery  Mission Impossible American television series created initially produced Bruce Geller chronicles missions team secret government agents known Impossible Missions Force season team led Dan Briggs played Steven Hill Jim Phelps played Peter Graves takes charge remaining seasons hallmark series shows Briggs Phelps receiving instructions recording self destructs followed theme music composed Lalo Schifrin series aired CBS network September March returned television seasons ABC retaining Graves cast later inspired popular series theatrical motion pictures starring Tom Cruise beginning 7.629  Bruce Geller  
The Rockford Files,954,Crime Drama Mystery  Cranky likable PI Jim Rockford pulls punches takes plenty ex con sent slammer crime commit Rockford takes cases want aided tough old man lawyer girlfriend shady associates past 7.512  Roy Huggins Stephen J. Cannell  
Raven's Home,72027,Family Comedy  Best friends Raven Chelsea divorced mothers raising children house house turned upside realize Raven children inherited psychic abilities mother 7.9  Jed Elinoff Scott Thomas  
Duckman,1260,Animation Comedy  Duckman Private Dick Family Man American animated sitcom aired created Everett Peck developed Peck sitcom based characters created Peck Dark Horse comic Klasky Csupo animated series produced Reno Osborn Productions Paramount Network Television 7.4  Everett Peck  
Mannix,2813,Action & Adventure Crime Mystery Drama  Mannix American television detective series ran CBS Created Richard Levinson William Link developed executive producer Bruce Geller title character Joe Mannix private investigator played Mike Connors Mannix series produced Desilu Productions 6.78  Bruce Geller Richard Levinson William Link  
Nip/Tuck,3750,Drama  Hotshot plastic surgeons Sean McNamara Christian Troy experience blown midlife crises confront career family romance problems 7.2  Ryan Murphy  
Initial D,40424,Animation  Takumi job tofu delivery boy turned formidable drivers wheel road life shifts high gear underground street racing world takes notice Drivers region lining shot new guy Takumi focused winning prove best 7.981    
Highlander: The Series,4414,Sci-Fi & Fantasy Drama Action & Adventure  Duncan MacLeod die year old immortal seen share humanity history risks life battle immortals tries save people harm 7.442  Gregory Widen  
Jake and the Never Land Pirates,34891,Family Animation Action & Adventure  crew kid pirates leader Jake pals Izzy Cubby Land adventures work outwit infamous characters Captain Hook Smee 6.5  Roberts Gannaway  
Looney Tunes Cartoons,102321,Family Animation Comedy  series short form cartoons starring iconic beloved Looney Tunes characters Bugs Bunny Daffy Duck Porky Pig marquee Looney Tunes characters featured classic pairings simple gag driven visually vibrant stories 7.703    
Beckmann,48463,Talk   3.0    
Heartstopper,124834,Drama  Teens Charlie Nick discover unlikely friendship navigate school young love coming age series 8.634  Alice Oseman  
Saint Seiya,42444,Animation Drama Action & Adventure  Ages ago goddess Athena served fighters called Saints channeled power Cosmos youth named Seiya trained Saint earning mystical Cloth Pegasus joined Saints Cloths fight Athena 8.503    
PJ Masks,65417,Animation Family Kids  Connor Greg Amaya normal kids day night activate bracelets link pajamas fantastic super powers turning alternate identities PJ Masks team consists Catboy Connor Gekko Greg Owelette Amaya adventures solve mysteries learn valuable lessons 4.6  Romuald Racioppo  
The Strain,47640,Sci-Fi & Fantasy Drama Mystery  high concept thriller tells story Ephraim Goodweather head Center Disease Control Canary Team New York City team called investigate mysterious viral outbreak hallmarks ancient evil strain vampirism strain spreads Eph team assembly everyday New Yorkers wage war fate humanity 7.492  Guillermo del Toro Carlton Cuse  
All the Light We Cannot See,155421,Drama  story Marie Laure blind teenager Werner German soldier paths collide occupied France try survive devastation World War II 7.555  Steven Knight  
The One Show,1514,News  topical magazine style daily television programme broadcast live BBC BBC HD programme currently hosted Alex Jones Matt Baker Monday Thursday Chris Evans appearing instead Baker Fridays relief presenters appearing required 5.2    
Fireman Sam,5200,Kids Animation Comedy  Follow adventures fireman Sam colleagues protect citizens Welsh town Pontypandy alarm sounds brave Sam co workers counted jump fire engine hop helicopter launch inflatable lifeboat battle blazes mount rescue missions provide medical attention need 6.3  Dave Jones Dave Gingell  
The Fresh Prince of Bel-Air,1892,Comedy Family  street smart teenager moves tough streets West Philly posh Bel Air live Uncle Philip Aunt Vivian cousins spoiled Hilary preppy Carlton young Ashley sophisticated British butler Geoffrey antics upbringing contrast greatly upper class lifestyle extended relatives soon finds right home loved family 7.941  Andy Borowitz Susan Borowitz  
Big Mouth,74204,Comedy Animation  Teenage friends find lives upended wonders horrors puberty edgy comedy real life pals Nick Kroll Andrew Goldberg 7.767  Jennifer Flackett Mark Levin Nick Kroll Andrew Goldberg  
Lie to Me,8358,Crime Drama Mystery  world leading deception researcher Cal Lightman studies facial expression body language tone voice determine person lying helps law enforcement government agencies uncover truth skills easier deceive 7.928  Sam Baum  
La hija del Mariachi,79699,Soap Drama  Emiliano wealthy Mexican businessman ripped friends partners Hidden Bogotá receives help Rosario mariachi singer know Emiliano background wanted police countries criminal organization new personality adapts new life mariachi band member finds Rosario love life afraid secret tear apart needs clear resolve case avoid fate finds love tested vulnerable rivals Rosario trusts honest 8.04    
Anne with an E,70785,Drama Family  coming age story outsider odds numerous challenges fights love acceptance place world series centers young orphaned girl late abusive childhood spent orphanages homes strangers mistakenly sent live elderly woman aging brother time year old Anne transform lives eventually small town live unique spirit fierce intellect brilliant imagination 8.692  Moira Walley-Beckett  
Oshi no Ko,203737,Animation Drama  Goro reborn son young starlet Ai Hoshino delusional stalker murders wants help new mother rise child dark underbelly entertainment industry 8.419    
Due South,1527,Drama Crime Comedy  Constable Benton Fraser officer Royal Canadian Mounted Police attached Canadian consulate works Chicago Police Department solve crimes 7.6  Paul Haggis  
Doc McStuffins,46262,Animation Kids Family  young African American girl aspires doctor like mom 5.946  Chris Nee  
3rd Rock from the Sun,155,Family Sci-Fi & Fantasy Comedy Drama  Rock Sun American sitcom aired NBC extraterrestrials expedition Earth consider insignificant planet extraterrestrials pose human family order observe behavior human beings 7.492  Bonnie Turner Terry Turner  
The Tudors,2942,Drama Unknown  Tudors history based drama series following young vibrant King Henry VIII competitive lustful monarch navigates intrigues English court human heart equal vigor justifiable suspicion 7.832  Michael Hirst  
"Gute Zeiten, schlechte Zeiten",13945,Drama Soap  Gute Zeiten schlechte Zeiten long running German television soap opera broadcast RTL programme concerns lives fictional neighborhood Germany capital city Berlin years soap opera tends overhaul young people late teens early twenties targeting young viewership 7.2  Reg Watson  
Assassination Classroom,62110,Animation Comedy Action & Adventure Sci-Fi & Fantasy  students class E mission kill teacher graduation destroyed moon promised destroy Earth killed year class misfits kill tentacled monster capable reaching Mach speed best teacher 8.451    
Magnificent Century,34899,Drama Action & Adventure  age reign began Sultan Süleyman sought build empire powerful Alexander Great render Ottomans invincible year reign fame greatest warrior ruler age spreads East West companion Pargalı İbrahim Süleyman achieves great victories makes known Muslim World Süleyman called İbrahim brother friend advisor television series shows Süleyman consolidation power Pargalı İbrahim grand minister state reinforcing rule law empire meeting foreign diplomats preparing military campaigns set backdrop tension Christian Europe Ottoman Empire 8.1  Timur Savcı  
Urusei Yatsura,34163,Animation Comedy Sci-Fi & Fantasy Family  alien race known Oni arrive Earth invade planet Instead taking planet force Oni humans chance fight rights planet taking competition computer selected human player Ataru Moroboshi lecherous unlucky stupid high school student Japanese city Tomobiki Oni player Princess Lum daughter leader Invasion force 7.621  Rumiko Takahashi  
Ron Kamonohashi's Forbidden Deductions,216523,Animation Mystery Crime Action & Adventure  Ron Kamonohashi regarded genius detective training academy fatal mistake expelled forbidden detective Years later police officer Totomaru Isshiki knocks Ron door seeking help serial murder case finds Ron messy haired recluse agrees mismatched detective team begins solving mystery 5.6    
A Returner's Magic Should Be Special,230050,Animation Sci-Fi & Fantasy Action & Adventure  dimension continues taint world Shadow World Humanity faced worst calamity known Shadow Labyrinth spite desperate attacks Desir Herrman friends lose battle Destruction Dragon Boromir Napolitan world comes end Desir convinced end opens eyes find years past Desir gone time enrollment ceremony Hebrion Academy school mages Empire change future impending doom Desir reassembles friends save world 7.0    
Mayor of Kingstown,97951,Drama Crime  small Michigan town business incarceration thriving industry McClusky family power brokers police criminals inmates prison guards politicians city completely dependent prisons prisoners contain 8.0  Hugh Dillon Taylor Sheridan  
One Trillion Dollars,234717,Drama  way trillion dollar inheritance John Fontanelli richest man world inheritance comes prophecy restore humankind lost future Powerful opponents intent preventing endeavor 4.3    
The Santa Clauses,155631,Comedy Family  nearly decades Santa Claus Scott Calvin magic begins falter struggles demands job discovers new clause forces rethink role Santa father 7.291  Jack Burditt  
Chesapeake Shores,67265,Drama  divorced mom deals old romance complicated family issues returns hometown twin daughters 7.891  John Tinker  
Dragon Ball Super,62715,Animation Action & Adventure Sci-Fi & Fantasy  Majin Boo defeated half year prior peace returns Earth Son Goku radish farmer friends live peaceful lives new threat appears form Beerus God Destruction Considered terrifying entire universe Beerus eager fight legendary warrior seen prophecy foretold decades ago known Super Saiyan God series retells events Dragon Ball Z films Battle Gods Resurrection F proceeding original story exploration alternate universes 8.206  Akira Toriyama  
Las Vegas,2389,Drama Comedy Action & Adventure  Ed Deline strict ex CIA officer went Head Security President Operations Montecito job run day day operations casino Following departure Marine Danny McCoy Ed protégé Montecito new President Operations 6.961  Gary Scott Thompson  
Marvel's Jessica Jones,38472,Sci-Fi & Fantasy Drama  tragic ending short lived super hero stint Jessica Jones rebuilding personal life career detective gets pulled cases involving people extraordinary abilities New York City 7.517  Melissa Rosenberg  
Number 96,3229,Comedy Crime Drama  Number popular Australian soap opera set Sydney apartment block Don Cash Bill Harmon Cash Harmon Television production company produced series Network requested Coronation Street type serial specifically explored adult subjects premise original story outlines original characters devised David Sale wrote scripts episodes continued script editor run series proved huge success running Number popular spawned feature film version filmed December Number known sex scenes nudity somewhat risque time comedy characters series Australian soap opera feature openly gay character 4.5  David Sale  
T. J. Hooker,1059,Drama  Sergeant Thomas Jefferson Hooker tough nails veteran police officer LCPD turns gold badge goes patrolling streets training recuits young partners blue Hooker Lake City toughest criminals 6.408  Aaron Spelling Rick Husky  
Z Nation,61345,Mystery Action & Adventure Drama  years zombie virus gutted country team everyday heroes transport known survivor plague New York California functioning viral lab waits blood 7.189  Craig Engler Karl Schaefer  
Batman: The Brave and the Bold,15804,Animation Action & Adventure  Caped Crusader teamed Blue Beetle Green Arrow Aquaman countless quest uphold justice 7.5  Michael Jelenic James Tucker  
Teenage Mutant Ninja Turtles,51817,Action & Adventure Animation Kids Sci-Fi & Fantasy Comedy  Teenage Mutant Ninja Turtles new animated series Nickelodeon Surfacing topside time fifteenth birthday titular turtles Leonardo Michelangelo Raphael Donatello find life sewers exactly thought turtles work team new enemies arise New York City 8.3  Kevin Eastman Peter Laird  
The Territory,94947,Comedy  Victor Gromov legend Moscow criminal underworld known nickname Butcher retired spends days enjoying life farm day Victor colleagues tell store mafia common fund offshore bank account Victor choice help months later day supposed money Victor gets hit head falling billboard result forgets password bank account Fleeing life cronies Victor decides hide freight train boxcar ends getting locked inside train departs days later finds thousands kilometers away Moscow small northern town called Polyarny turns easy 9.515    
The Curse of Oak Island,60603,Mystery Action & Adventure Reality Documentary  Follow brothers Marty Rick Lagina effort find speculated undiscovered buried treasure believed concealed extraordinary means Oak Island 7.5  Kevin Burns  
Torchwood,424,Sci-Fi & Fantasy Action & Adventure Drama  exploits team people job investigate unusual strange extraterrestrial 7.271  Russell T Davies  
FBI: Most Wanted,94372,Crime Drama  Fugitive Task Force relentlessly tracks captures notorious criminals Bureau Wanted list Seasoned agent Jess LaCroix oversees highly skilled team functions mobile undercover unit field pursuing desperate elude justice 7.665  René Balcer  
Bungo Stray Dogs,65931,Animation Comedy Crime Mystery Action & Adventure Sci-Fi & Fantasy Drama  Atsushi Nakajima kicked orphanage place food standing river brink starvation rescues man whimsically attempting suicide man Osamu Dazai partner Kunikida members special detective agency supernatural powers deal cases dangerous police military tracking tiger appeared area recently time Atsushi came area tiger connection Atsushi time case solved clear Atsushi future involve Dazai rest detectives 8.399    
Chernobyl,87108,Drama  true story worst man catastrophes history catastrophic nuclear accident Chernobyl tale brave men women sacrificed save Europe unimaginable disaster 8.653  Craig Mazin  
Wanted: Dead or Alive,13837,Western Action & Adventure  Wanted Dead Alive American Western television series starring Steve McQueen bounty hunter Josh Randall aired CBS seasons black white program spin March episode Trackdown western series starring Robert Culp series produced Star Television association CBS Television series launched McQueen television star cross comparable status big screen 6.683    
The King's Affection,129478,Drama  crown prince killed twin sister assumes throne trying identity affection love royal secret 8.313  Han Hee-jung  
Bosch: Legacy,153657,Crime Drama  Bosch making living private investigator years quit LAPD finds working time enemy notch attorney Honey Money Chandler Bosch daughter Maddie venturing world LAPD 8.105  Michael Connelly Eric Overmyer Tom Bernardo  
Yu Yu Hakusho,30669,Animation Action & Adventure Sci-Fi & Fantasy  day year old Yusuke Urameshi suddenly finds dead having died pushing child way oncoming traffic bad personality Spirit World caught surprise sacrifice Yusuke soon finds supposed die chance resurrection bringing body life resurrected Yusuke Spirit Detective comrades adventure happens investigation fighting tournament 8.528  Yoshihiro Togashi  
Money Heist,71446,Crime Drama  carry biggest heist history mysterious man called Professor recruits band robbers single characteristic lose months seclusion memorizing step detail probability culminate days locked National Coinage Stamp Factory Spain surrounded police forces dozens hostages power find suicide wager lead 8.255  Álex Pina  
Shameless,1906,Comedy Drama  story young group siblings pretty abandoned parents surviving wits humor rough Manchester council estate Whilst wo admit need help find Steve young middle class lad falls Fiona oldest sibling increasingly finds drawn unconventional unique family Anarchic family life seen eyes exceptionally bright year old struggles come age context belligerent father closeted brother psychotic sister internet porn star neighbors 7.7  Paul Abbott  
Great Pretender,93816,Animation Drama Comedy Action & Adventure  Supposedly Japan greatest swindler Makoto Edamura gets bargained tries con Laurent Thierry real world class crook 7.589    
Van Helsing,65820,Mystery Sci-Fi & Fantasy Action & Adventure  Vanessa Helsing daughter famous vampire hunter Dracula nemesis Abraham Van Helsing resurrected years future find vampires taken world possesses unique power humanity hope lead offensive lost 7.073  Neil LaBute  
Remington Steele,589,Drama Family Comedy  Laura Holt licensed private detective opens detective agency finds potential clients refuse hire woman qualified solve problem Laura invents fictitious male superior names Remington Steele series events unfold episode License Steele thief con man real revealed assumes identity Remington Steele scenes Laura remains firmly charge 7.1  Robert Butler Michael Gleason  
Nintama Rantarō,34860,Comedy Action & Adventure  Rantarō Shinbei Kirimaru ninja apprentices Ninja Gakuen grade ones called Nintamas learn ninja know heroes money food playing interesting series everyday adventures heroes 6.1  Soubee Amako  
My Name Is Earl,2317,Comedy  petty criminal Earl Hickey wins lottery sets quest repair questionable karma 7.71  Greg Garcia  
Lilo & Stitch: The Series,2355,Animation Family Comedy Action & Adventure Sci-Fi & Fantasy Kids  animated series chronicles adventures renegade scientist Jumba Jookiba beloved Experiment living happily Lilo alien buddy Stitch Jumba remaining experiments landed Hawaii form dehydrated pods Lilo Stitch mission catch Stitch cousins fall clutches evil Jacques von Hamsterviel 7.384  Chris Sanders Dean DeBlois  
Inside Job,97727,Comedy Animation  employees Deep State conspiracies theories fact keeping secret time job 8.17  Scott Thomas Shion Takeuchi Alex Hirsch Alisha Brophy  
Bakugan,87247,Animation Kids  Follow adventures Dan Kouzo best friends kids Earth bond mysterious creatures known Bakugan 5.4  Joe Kelly Duncan Rouleau Steven T. Seagle Joe Casey  
Mob Psycho 100,67075,Animation Action & Adventure Comedy  Shigeo Kageyama Mob boy trouble expressing happens powerful esper Mob determined live normal life keeps ESP suppressed emotions surge level terrible happens surrounded false espers evil spirits mysterious organizations Mob think choices 8.544    
Travelers,67683,Drama Sci-Fi & Fantasy  Hundreds years surviving humans discover means sending consciousness time directly people century travelers assume lives seemingly random people secretly working teams perform missions order save humanity terrible future 7.584  Brad Wright  
Adam-12,4660,Crime Drama  television police drama followed police officers Los Angeles Police Department Pete Malloy Jim Reed patrolled streets Los Angeles patrol unit 7.194  Jack Webb Robert A. Cinader  
Rome,1891,Action & Adventure Drama  earth account lives illustrious ordinary Romans set days Roman Republic 8.264  John Milius William J. MacDonald Bruno Heller  
Justice League Unlimited,84200,Animation Action & Adventure  Justice League Unlimited American animated television series produced Warner Animation aired Cartoon Network Featuring wide array superheroes DC Comics universe specifically based Justice League superhero team direct sequel previous Justice League animated series 8.29  Bruce Timm Gardner Fox  
Arcane,94605,Animation Drama Sci-Fi & Fantasy Action & Adventure  Amid stark discord twin cities Piltover Zaun sisters fight rival sides war magic technologies clashing convictions 8.742  Christian Linke Alex Yee  
Damages,4920,Mystery Drama Crime  Damages American legal thriller television series created writing production trio Daniel Zelman brothers Glenn Todd Kessler plot revolves brilliant ruthless lawyer Patty Hewes protégée recent law school graduate Ellen Parsons season features major case Hewes firm examining chapter complicated relationship Ellen Patty seasons center law firm Hewes Associates Later seasons center Patty Ellen relationship Ellen begins distance Hewes Associates begins independent career 7.519  Allen Coulter Glenn Kessler Todd A. Kessler  
Ben Casey,13897,Drama  Ben Casey American medical drama series ran ABC known opening titles consisted hand drawing symbols chalkboard cast member Sam Jaffe intoned Man woman birth death infinity Neurosurgeon Joseph Ransohoff medical consultant influenced personality title character 6.1    
Pili,19530,Action & Adventure Drama  Pili puppet Taiwan Pili International Multimedia TV series started continues today popular TV shows Taiwan Pili puppet performed kinds puppets cool intelligent funny Unlike traditional puppet shows Pili puppet uses state art animation help present fighting art delicate design appearance characteristics puppet Pili puppet known entertainment Taiwan 7.4  Chris Huang Wen Tze Huang  
Trollhunters: Tales of Arcadia,68267,Family Animation Action & Adventure Comedy Sci-Fi & Fantasy  uncovering mysterious amulet average teen assumes unlikely destiny sets save worlds 8.449  Guillermo del Toro  
V.I.P.,4397,Action & Adventure Comedy Crime  attending Hollywood premiere famous action star crazed fan pulls gun movie hunk turns coward Vallery hero Suddenly thrown world action danger owner Hollywood protection agency Vallery Irons Protection taking risks protect price willing pay 5.154  J.F. Lawton  
Star Wars Rebels,60554,Action & Adventure Animation Sci-Fi & Fantasy  Set events Star Wars Episodes III IV story unfolds dark time evil Galactic Empire tightening grip power galaxy Imperial forces occupied remote planet ruining lives people motley clever crew starship Ghost cowboy Jedi Kanan ace pilot Hera street smart teenager Ezra muscle Zeb warrior firebrand Sabine cantankerous old astromech droid Chopper select brave stand Empire face threatening new villains encounter colorful adversaries embark thrilling adventures heroes power ignite rebellion 7.685  Simon Kinberg Dave Filoni Carrie Beck  
Sleepy Hollow,50825,Drama Mystery Sci-Fi & Fantasy  Ichabod Crane resurrected pulled half centuries time unravel mystery dates way founding fathers 7.413  Len Wiseman Alex Kurtzman Roberto Orci Phillip Iscove  
InuYasha,35610,Animation Sci-Fi & Fantasy Action & Adventure Comedy Mystery  Kagome Higurashi modern day young girl lives family old Higure shrine Unbeknownst Kagome reincarnation priestess Kikyo posseses Jewel Souls Shikon jewel ill fated day Kagome locates ancient near home abruptly transported feudal Japan inhabited demons encounters Inuyasha son powerful demon father human mother pinned tree enchanted arrow 8.589  Rumiko Takahashi  
American Gods,46639,Drama Mystery Sci-Fi & Fantasy  ex con traveling partner conman turns older gods trying recruit troops battle upstart deities Based Neil Gaiman fantasy novel 7.092  Michael Green Bryan Fuller  
LEGO Ninjago: Dragons Rising,212989,Animation Kids Action & Adventure  teenagers different worlds use newly discovered Ninja powers defend dragons villains want use life force evil 8.2  Chris Wyatt Kevin Burke  
Salvation,70513,Drama Sci-Fi & Fantasy  MIT grad student tech superstar bring low level Pentagon official staggering discovery asteroid months away colliding Earth 6.535  Craig Shapiro Elizabeth Kruger Matt JL Wheeler  
Senora Acero,63764,Drama Crime Soap  adventures Vicenta Acero feared coyote leads dynasty illicit dealings control father 7.787  Roberto Stopello  
The Persuaders!,2543,Comedy Action & Adventure Crime  English aristocrat American millionaire come tackle crime 7.558  Robert S. Baker  
Downtown no Gaki no Tsukai ya Arahende!!,72974,Comedy  Japanese variety hosted popular Japanese owarai duo Downtown comedian Hōsei Tsukitei known Hōsei Yamasaki owarai duo Cocorico co hosting 9.333  Kenji Suga Toshio Tsuchiya  
How Do You Play?,91121,Reality Comedy  Yoo Jae suk reunites producing team Infinite Challenge presents Play Indefinitely expanding YOONIVERSE based Yoo blood sweat tears entertain viewers home Let follow Yoo friends new projects week 8.1  Kim Tae-ho  
Law & Order: Organized Crime,106158,Crime Drama  Detective Elliot Stabler returns NYPD battle organized crime devastating personal loss Stabler journeys find absolution rebuild life leading new elite task force taking apart city powerful criminal syndicates 8.0  Ilene Chaiken Dick Wolf Matt Olmstead  
The New Adventures of Winnie the Pooh,2005,Family Animation Comedy Kids  American animated children television series inspired Milne Winnie Pooh stories 7.6    
The Suite Life of Zack & Cody,4605,Comedy Family Kids  Meet Zack Cody year old identical twins newest residents Boston swanky Tipton Hotel Living suite mom Carey boys treat Tipton like personal playground 7.7  Danny Kallis Jim Geoghan  
SOKO Leipzig,19758,Crime Drama  SOKO Leipzig German police procedural television programme spin earlier German police programme SOKO broadcast January German television channel ZDF November crossover SOKO Leipzig British police procedural Bill aired version shown ZDF British television channel 6.2    
Private Practice,3172,Drama  Having left Seattle Grace Hospital renowned surgeon Addison Forbes Montgomery moves Los Angeles sunnier weather happier possibilities reunites friends medical school joining chic co op Oceanside Wellness Center Santa Monica 7.64  Shonda Rhimes  
Jessie,38974,Comedy Kids Drama Family  idealistic teen rural Texas embarks adventure lifetime decides leave starry nights big city lights Thrilled determined intimidated New York City accepts job nanny high profile couple kids Helping moral compass check Bertram family butler Tony building year old doorman 8.1  Pamela Eells  
Castaway Diva,216310,Comedy Drama  years stranded remote island aspiring singer reenters society stopping pursue dream diva 7.1  Park Hye-ryun Oh Choong-hwan  
Drift: Partners in Crime,219347,Action & Adventure Crime  brothers police officers Ali Leo spoken decades big family row suddenly involved international conspiracy work 5.9  Andreas Brune Sven Frauenhoff Daniela Baumgärtl Markus Pajtler  
Airwolf,2119,Action & Adventure Sci-Fi & Fantasy  deal intelligence agency look missing brother renegade pilot goes missions advanced battle helicopter 7.486  Donald P. Bellisario  
CBS News Sunday Morning,4026,"News  sparkling notes trumpet fanfare familiar logo sun alert viewers time CBS Sunday morning staple Journalist Jane Pauley helms taking hosting duties Charles Osgood spent years job morning talk program airs different pace focuses attention performing arts quick update day news national weather correspondents offer longer length segments variety topics architecture ballet music pop culture politics 7.0  Robert Nothshield E.S. ""Bud"" Lamoreaux III  "
One Step Beyond,10377,Mystery Drama Sci-Fi & Fantasy  Alcoa Presents Step American anthology series created Merwin Gerard original series ran seasons ABC January July 5.3    
Fast & Furious Spy Racers,95594,Animation Action & Adventure Kids Family  government agency recruits teen driver Tony Toretto thrill seeking friends infiltrate criminal street racing circuit undercover spies 6.974    
Duel Masters,46392,Action & Adventure Animation Comedy  mysterious organization interested fledging duelist Shobu Kirifuda ability bring Duel Master creatures life support friends Shobu duels passion discipline heart strives like father Kaijudo master 5.727    
Hawaii Five-O,2303,Action & Adventure Drama  Hawaii O American police procedural drama series produced CBS Productions Leonard Freeman Set Hawaii originally aired seasons continues reruns Jack Lord portrayed Detective Lieutenant Steve McGarrett head special state police task force based actual unit existed martial law theme music composed Morton Stevens especially popular episodes end McGarrett instructing subordinate Book Danno specifying charge murder 6.936  Leonard Freeman  
"Scooby-Doo, Where Are You!",926,Animation Mystery Comedy Kids Family  Fred Daphne Velma Shaggy talking dog Scooby Doo travel Mystery Machine van search weird mysteries solve 7.8  Ken Spears Joe Ruby  
The Legend of Korra,33880,Action & Adventure Animation Drama Family Sci-Fi & Fantasy  Avatar Korra headstrong rebellious feisty young woman continually challenges breaks tradition quest fully realized Avatar story Avatar struggles find balance 8.249  Michael Dante DiMartino Bryan Konietzko  
The Six Million Dollar Man,1663,Sci-Fi & Fantasy Action & Adventure Drama  Follow adventures Steve Austin cybernetically enhanced astronaut turned secret agent employed OSI command Oscar Goldman supervised scientist created cybernetics Rudy Wells Steve uses superior strength speed provided bionic arm legs enhanced vision provided artificial eye fight enemy agents aliens mad scientists wide variety villains 7.275  Kenneth Johnson Martin Caidin  
America's Next Top Model,331,Reality  Aspiring models compete chance break business panel judges critiquing progress competition 5.3  Tyra Banks  
Narcos: Mexico,80968,Drama Crime  rise Guadalajara Cartel American DEA agent learns danger targeting narcos Mexico 7.928  Chris Brancato Doug Miro Carlo Bernard  
Mad About You,500,Comedy  Young urban newlyweds Paul Jamie Buchman try sustain marital bliss sidestepping hurdles love 6.66  Paul Reiser Danny Jacobson  
Curious George,656,Animation Family Kids  help friend Man Yellow Hat curious little monkey named George sets adventures learn world 7.006  Margret Rey H.A. Rey  
Dahmer – Monster: The Jeffrey Dahmer Story,113988,Crime Drama  series examines gruesome horrific true crimes Jeffrey Dahmer systemic failures enabled America notorious serial killers continue murderous spree plain sight decade 8.052  Ryan Murphy Ian Brennan  
Fresh Off the Boat,61692,Comedy  set single camera comedy hip hop loving Asian kid growing suburban Orlando raised immigrant father obsessed things American immigrant mother bewildered white culture 7.2  Nahnatchka Khan  
Mickey Mouse,46879,Animation Kids Comedy Drama  series cartoon shorts Mickey Mouse finds silly situations world New York Paris Tokyo Mickey experiences new adventures friends 7.4  Paul Rudish  
Top of the Pops,1636,Reality  biggest stars iconic performances outrageous outfits Britain number pop 7.2  Johnnie Stewart  
TONIKAWA: Over the Moon for You,100049,Animation Comedy  Nasa Yuzaki falls love sight encounter mysterious Tsukasa Nasa earnestly confesses feelings replies date married Nasa Tsukasa cute precious newlywed life love begin 8.513    
The Penguins of Madagascar,7869,Animation Comedy  Penguins Madagascar American CGI animated television series airing Nickelodeon stars characters DreamWorks Animation animated film Madagascar penguins Skipper Kowalski Private Rico lemurs King Julien Maurice Mort Mason Phil chimpanzees Characters new series include Marlene otter zookeeper named Alice Nicktoon produced DreamWorks Animation pilot episode Gone Flash aired Superstuffed Nicktoons Weekend November Penguins Madagascar regular series March series premiere drew million viewers setting new record watched premiere series occasionally alludes rest franchise Penguins Madagascar place precise time McGrath co creator film characters said series takes place specifically movie wanted zoo think taking place parallel universe 7.386  Eric Darnell Tom McGrath  
MF GHOST,154526,Animation Action & Adventure  Japan adopts self driving electric automobiles renders gas engines obsolete fastest cars find new life MFG racing circuit held Japanese motorways Drivers world race shot title Kanata Rivington returns Britain Japan MFG find father win title find answers Buckle push limit 7.833    
The Americans,46533,Crime Drama  Set Cold War period Americans story Elizabeth Philip Jennings Soviet KGB officers posing American married couple suburbs Washington neighbor Stan Beeman FBI Counterintelligence agent 7.87  Joseph Weisberg  
Mysterious Joker,61434,Animation Comedy Mystery Action & Adventure  thief Mysterious Joker steal things audacious elusive miracle maker travels world searching treasure partner cook Hachi circle globe avoid traps set police compete competitions reach final goal Timeslip Treasure 8.6    
Cardcaptor Sakura,35790,Animation Sci-Fi & Fantasy Action & Adventure  Sakura Kinomoto elementary school student discovers possesses magical powers accidentally freeing set magical cards book sealed years tasked retrieving cards order avoid unknown catastrophe befalling world 8.6    
Laverne & Shirley,3033,Comedy  Laverne Shirley American television sitcom ran ABC January starred Penny Marshall Laverne De Fazio Cindy Williams Shirley Feeney single roommates worked bottlecappers fictitious Milwaukee brewery called Shotz Brewery spin Happy Days lead characters originally introduced series acquaintances Fonzie Set roughly time period timeline started approximately series began series ended Happy Days Paramount Television created Garry Marshall executive produced Garry Marshall Edward Milkis Thomas Miller 7.246  Garry Marshall Lowell Ganz Mark Rothman  
Sliders,1649,Action & Adventure Sci-Fi & Fantasy  basement San Francisco boy genius Quinn Mallory unlocks doorway infinite number Earths test run Quinn invites co worker Wade Welles teacher Professor Maximillian Arturo new invention increase power early departure leave plus washed soul singer named Rembrandt Crying Man Brown lost parallel world slide world world adapting changing surroundings trying world home 7.613  Robert K. Weiss Tracy Tormé  
